epoch,ER,F1,loss
75,0.5717599634708032,0.5256372601034988,0.1629591255346934
76,0.5577654395893761,0.5399790934950389,0.16272160161336263
77,0.5442272588779956,0.5423931097811995,0.16134696333408355
78,0.5458624885706623,0.5438683570228586,0.16034753530025483
79,0.5779966534614391,0.5218674738000258,0.16019688305060067
80,0.5511104350261975,0.5419148643924999,0.15875626700719198
81,0.5681092181104309,0.5297844769165434,0.15814011602401734
82,0.5635457864099656,0.5321551321204326,0.15701320010026296
83,0.564040158177516,0.5266562346060071,0.15541065674622853
84,0.5584879829419498,0.5354667304404968,0.1560845549027125
85,0.5852981441821836,0.513901507851363,0.1547121999025345
86,0.5437709157079491,0.5416003481460853,0.1552845298687617
87,0.5691359902430356,0.5286729427547219,0.1533975631316503
88,0.5706951627406945,0.523510931955129,0.15247435448964436
89,0.555902038311686,0.5341928328459548,0.15156811956564586
90,0.5572330392243219,0.5312067468618951,0.15078853671550752
91,0.5469653178982748,0.5381604735171001,0.14956642254193625
92,0.555902038311686,0.533814344508503,0.15004596173763274
93,0.5623668998873453,0.5278046900983798,0.1492465722799301
94,0.5598570124520894,0.5353743181186887,0.14822745876312257
95,0.5646866443350819,0.5249949348834736,0.14674425424734752
96,0.5714177060932683,0.5248813453065927,0.14706444040139516
97,0.5732050501759505,0.5248311761896017,0.1458425281047821
98,0.5594006692820429,0.5334863415838493,0.14607706452210745
99,0.559058411904508,0.5311249846815024,0.1444347562154134
100,0.549399148138523,0.5408521765980197,0.14393194063504536
